candidate_id,longitude,latitude,candidate_x,candidate_y,landuse_labels,planning_labels,hazard_labels,landuse_feature_count,planning_feature_count,hazard_feature_count,hazard_overlap,hazard_review_status,siting_feasibility
tran_1ded685a-7688-4a60-8a5d-81b5f86451a0-0,135.32125187420445,35.401127938778856,-61652.089135012684,-66228.73232130012,交通施設用地（運輸倉庫施設）,市街化区域 | 準工業地域 | 都市計画区域,landslide: 土砂災害警戒区域（指定済）,1,3,1,True,additional_confirmation_required,not_determined
tran_78c68736-d7b8-423d-bf93-012ea563997f-0,135.32434769727962,35.40419603354976,-61368.55944198524,-65890.28511088082,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 準工業地域 | 都市計画区域,flood: 0.5m以上1.0m未満,1,3,1,True,additional_confirmation_required,not_determined
tran_4290db95-b56c-439d-99cb-93d76f1823fa-0,135.32321985539465,35.40203002879082,-61472.64575386047,-66129.88000308444,田（水田）,市街化区域 | 準工業地域 | 都市計画区域,landslide: 土砂災害警戒区域（指定済）,1,3,2,True,additional_confirmation_required,not_determined
tran_96113b06-5fea-416f-b286-c672a60efad7-0,135.32153669342327,35.400746833512315,-61626.50805565028,-66271.18943255812,畑（畑、樹園地、採草地、養鶏（牛・豚）場）,市街化区域 | 準工業地域 | 都市計画区域,landslide: 土砂災害警戒区域（指定済）,1,3,1,True,additional_confirmation_required,not_determined
tran_9e29ae41-94e2-4451-9b97-d95c7a6a44b6-0,135.32218654243684,35.40134879488139,-61567.0220596471,-66204.81292667845,その他④（その他①～③以外の用途に供されている都市的土地利用（建物跡地、資材置場、改変工事中の土地）、法面（道路、造成地等の主利用に含まれない法面））,市街化区域 | 準工業地域 | 都市計画区域,landslide: 土砂災害警戒区域（指定済）,1,3,1,True,additional_confirmation_required,not_determined
tran_19e24b41-d28e-4968-87d7-c0a7499efbc5-0,135.3245605733688,35.404050508473176,-61349.33417151989,-65906.56166542954,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 準工業地域 | 都市計画区域,flood: 1.0m以上2.0m未満,1,3,1,True,additional_confirmation_required,not_determined
tran_f53ba6e3-357f-462c-b37f-961e0f644dcd-0,135.3206323560097,35.40051511912078,-61708.82912502588,-66296.33180971153,交通施設用地（運輸倉庫施設）,市街化区域 | 準工業地域 | 都市計画区域,,1,3,0,False,no_overlap_in_source_layers,not_determined
tran_e63fa7cc-4646-431e-9219-80212d2044dd-0,135.32213015682748,35.401751426784855,-61571.83758879759,-66160.110070994,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 準工業地域 | 都市計画区域,landslide: 土砂災害警戒区域（指定済）,1,3,2,True,additional_confirmation_required,not_determined
tran_e7dd8073-014f-4242-b99b-5bdc2046a3b6-0,135.32374077076275,35.40453390164525,-61423.43026388875,-65852.42540063379,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,準工業地域 | 都市計画区域,flood: 2.0m以上3.0m未満,1,2,1,True,additional_confirmation_required,not_determined
tran_d11e47e2-c21e-40ae-af6f-01821d991155-0,135.32314533303094,35.40214254423431,-61479.329373739594,-66117.35127978689,田（水田）,市街化区域 | 準工業地域 | 都市計画区域,landslide: 土砂災害警戒区域（指定済）,1,3,2,True,additional_confirmation_required,not_determined
tran_724b9528-e741-4716-90a1-19c52033e42d-0,135.32309997723831,35.40224924909846,-61483.36812307895,-66105.48530643227,住宅用地（住宅、共同住宅、店舗等併用住宅、店舗等併用共同住宅、作業所併用住宅）,市街化区域 | 準工業地域 | 都市計画区域,landslide: 土砂災害警戒区域（指定済）,1,3,2,True,additional_confirmation_required,not_determined
tran_84003d1a-bde3-4fcd-9add-f38aeecbad2d-0,135.3236382055871,35.402993737726725,-61433.9148033312,-66023.22663778669,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 準工業地域 | 都市計画区域,flood: 1.0m以上2.0m未満,1,3,1,True,additional_confirmation_required,not_determined
tran_496e0477-fd6d-4586-8230-7cf61aac3338-0,135.321053530825,35.400221897671614,-61670.79537548936,-66329.1243342709,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 準工業地域 | 都市計画区域,,1,3,0,False,no_overlap_in_source_layers,not_determined
tran_4af73087-8456-4fc1-b3c0-36b7c778cfd1-0,135.3210468170252,35.400274838597866,-61671.36490127983,-66323.24691258911,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 準工業地域 | 都市計画区域,,1,3,0,False,no_overlap_in_source_layers,not_determined
tran_c0f165e0-afed-4672-ae12-2bdf6fa1cc88-0,135.3231239597779,35.40213990274464,-61481.27276149753,-66117.63103825675,田（水田）,市街化区域 | 準工業地域 | 都市計画区域,landslide: 土砂災害警戒区域（指定済）,1,3,2,True,additional_confirmation_required,not_determined
tran_1eafcb99-9c23-49a7-9d52-b973046e2e3d-0,135.3210555341766,35.40024627733367,-61670.59483525537,-66326.42091810788,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 準工業地域 | 都市計画区域,,1,3,0,False,no_overlap_in_source_layers,not_determined
tran_d573c620-88e0-4ef0-bbc1-83f0f0766448-0,135.32107438758067,35.40038245601107,-61668.77858957792,-66311.3250915529,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 準工業地域 | 都市計画区域,,1,3,0,False,no_overlap_in_source_layers,not_determined
tran_36cd936f-90b4-41e8-91bf-037f8fe0b64b-0,135.32380157349053,35.40495019772694,-61417.591783189084,-65806.27949704959,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化調整区域 | 都市計画区域,flood: 3.0m以上5.0m未満 | landslide: 土砂災害警戒区域（指定済）,1,2,3,True,additional_confirmation_required,not_determined
tran_f832236c-a2fd-4652-9a23-03a67309defe-0,135.3211299660527,35.400213577042024,-61663.85875697733,-66330.09507903035,住宅用地（住宅、共同住宅、店舗等併用住宅、店舗等併用共同住宅、作業所併用住宅）,市街化区域 | 準工業地域 | 都市計画区域,landslide: 土砂災害警戒区域（指定済）,1,3,1,True,additional_confirmation_required,not_determined
tran_5aabd224-f442-47d7-8bcb-57cdf0f0b5f9-0,135.32349269371917,35.402567885727706,-61447.45501637341,-66070.38001757806,田（水田）,市街化区域 | 準工業地域 | 都市計画区域,,1,3,0,False,no_overlap_in_source_layers,not_determined
tran_6e059206-553a-4f5a-897b-79f71cda578a-0,135.32211501992055,35.401766180738555,-61573.201296818355,-66158.46385173022,住宅用地（住宅、共同住宅、店舗等併用住宅、店舗等併用共同住宅、作業所併用住宅）,市街化区域 | 準工業地域 | 都市計画区域,flood: 0.5m未満 | landslide: 土砂災害警戒区域（指定済）,1,3,3,True,additional_confirmation_required,not_determined
tran_f6df4353-e8b1-4661-9a4d-4525471d4915-0,135.32189993817053,35.40161983883996,-61592.84907800475,-66174.56500906398,水面（河川水面、湖沼、ため池、用水路、濠、運河水面）,市街化区域 | 準工業地域 | 都市計画区域,flood: 0.5m以上1.0m未満,1,3,1,True,additional_confirmation_required,not_determined
tran_990aa69e-c658-4723-a882-ba712b539679-0,135.32226398516417,35.401877022800605,-61559.58610766114,-66146.2598309947,田（水田）,市街化区域 | 準工業地域 | 都市計画区域,flood: 0.5m未満 | landslide: 土砂災害警戒区域（指定済）,1,3,3,True,additional_confirmation_required,not_determined
tran_514e9a05-f160-4ebf-b818-99508fa0a751-0,135.3227560064571,35.40166949631408,-61515.05218084002,-66169.58885154162,住宅用地（住宅、共同住宅、店舗等併用住宅、店舗等併用共同住宅、作業所併用住宅）,市街化区域 | 準工業地域 | 都市計画区域,landslide: 土砂災害警戒区域（指定済）,1,3,3,True,additional_confirmation_required,not_determined
tran_f9fa3bf5-35da-4594-b321-9a84a4663394-0,135.3234127871862,35.40340049798499,-61454.081139935115,-65977.96082542017,田（水田）,市街化区域 | 準工業地域 | 都市計画区域,flood: 3.0m以上5.0m未満,1,3,1,True,additional_confirmation_required,not_determined
tran_f0de079f-1ac3-49c4-a172-45fd2068b4ea-0,135.3236705766107,35.40498392688204,-61429.464529106415,-65802.45623630488,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化調整区域 | 都市計画区域,,1,2,0,False,no_overlap_in_source_layers,not_determined
tran_4bfaade4-ec3c-4535-ade7-4b1ad1c65f43-0,135.3247578213224,35.40390071696472,-61331.53157190452,-65923.30180092769,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 準工業地域 | 都市計画区域,flood: 1.0m以上2.0m未満,1,3,1,True,additional_confirmation_required,not_determined
tran_1cef4a3f-b64f-4d40-9fa1-8eb5e54e730b-0,135.32121634422379,35.40062581987647,-61655.69876061529,-66284.41495283446,住宅用地（住宅、共同住宅、店舗等併用住宅、店舗等併用共同住宅、作業所併用住宅）,市街化区域 | 準工業地域 | 都市計画区域,landslide: 土砂災害警戒区域（指定済）,1,3,1,True,additional_confirmation_required,not_determined
tran_842e19b2-a7fd-4d3a-b49f-a066a53cf457-0,135.3208397695248,35.400339549420686,-61690.122644702,-66315.93880488075,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 準工業地域 | 都市計画区域,,1,3,0,False,no_overlap_in_source_layers,not_determined
tran_f5970206-2e66-40f5-897b-465af1e70a2b-0,135.32494473957198,35.40377026627043,-61314.65251173649,-65937.88983615911,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 準工業地域 | 都市計画区域,flood: 0.5m未満,1,3,1,True,additional_confirmation_required,not_determined
tran_c013ad0b-6873-415b-9dd6-477ab52e347a-0,135.32122872164373,35.400938669405306,-61654.33627036546,-66249.71532361554,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 準工業地域 | 道路 | 都市計画区域,landslide: 土砂災害警戒区域（指定済）,1,4,1,True,additional_confirmation_required,not_determined
tran_99d952e2-1899-4e0c-8668-903352d29593-0,135.32404951143974,35.40421880766016,-61395.626394702,-65887.57348001981,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 準工業地域 | 道路 | 都市計画区域,flood: 1.0m以上2.0m未満,1,4,1,True,additional_confirmation_required,not_determined
tran_a7755a19-d098-4aaa-a030-4cef4c544076-0,135.32296258756566,35.4024265848109,-61495.71284793584,-66085.72635985847,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 準工業地域 | 道路 | 都市計画区域,flood: 0.5m以上1.0m未満 | landslide: 土砂災害警戒区域（指定済）,1,4,3,True,additional_confirmation_required,not_determined
tran_6462e5a2-ebe0-4867-aede-7e202c1bb477-0,135.3209924022738,35.400652945837585,-61676.019650411174,-66281.26598372048,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 準工業地域 | 都市計画区域,landslide: 土砂災害警戒区域（指定済）,1,3,1,True,additional_confirmation_required,not_determined
tran_6eea19a8-1ccb-4894-98c6-22c7d4ce2a61-0,135.32196437626988,35.40151745763805,-61587.07384646702,-66185.96325062527,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 準工業地域 | 道路 | 都市計画区域,flood: 0.5m未満,1,4,1,True,additional_confirmation_required,not_determined
tran_929b98c2-e382-4f1a-9a41-50049acc2857-0,135.32312591633874,35.402746861615526,-61480.63418538516,-66050.29657978565,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 準工業地域 | 道路 | 都市計画区域,flood: 1.0m以上2.0m未満 | landslide: 土砂災害警戒区域（指定済）,1,4,3,True,additional_confirmation_required,not_determined
tran_bdab111d-45b2-477d-9bad-d5b96946b0f8-0,135.32169901655521,35.40133705011455,-61611.3145394233,-66205.81227839235,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 準工業地域 | 道路 | 都市計画区域,landslide: 土砂災害警戒区域（指定済）,1,4,1,True,additional_confirmation_required,not_determined
tran_3f5dcca5-efea-4a69-a8cc-53eab7751b24-0,135.3233621531373,35.40310488949561,-61458.90465480569,-66010.72400244536,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 準工業地域 | 道路 | 都市計画区域,flood: 2.0m以上3.0m未満,1,4,1,True,additional_confirmation_required,not_determined
tran_79024a3f-49bb-41b7-a192-1be9d62947a9-0,135.32412765854554,35.40433796298883,-61388.43795095392,-65874.40296565492,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 準工業地域 | 道路 | 都市計画区域,flood: 1.0m以上2.0m未満,1,4,1,True,additional_confirmation_required,not_determined
tran_66d969c0-e1ba-40f5-98c2-9a288aab9066-0,135.32232762059084,35.40176678253792,-61553.88973673332,-66158.5294314702,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 準工業地域 | 道路 | 都市計画区域,landslide: 土砂災害警戒区域（指定済）,1,4,2,True,additional_confirmation_required,not_determined
tran_eaf03147-d84f-47b5-8c1c-3ee4e8fcd032-0,135.32328566767907,35.402992122919954,-61465.937527063594,-66023.18672866092,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 準工業地域 | 道路 | 都市計画区域,flood: 1.0m以上2.0m未満 | landslide: 土砂災害警戒区域（指定済）,1,4,2,True,additional_confirmation_required,not_determined
tran_9e3a42e4-dcc7-4d5c-bf8c-a68125f87adb-0,135.32244052823643,35.40185430271373,-61543.567506110056,-66148.89026072837,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 準工業地域 | 道路 | 都市計画区域,landslide: 土砂災害警戒区域（指定済）,1,4,2,True,additional_confirmation_required,not_determined
tran_9167da6a-20a4-46c8-9458-d77a5e2b3ec1-0,135.32331230256108,35.40303339099003,-61463.48691821337,-66018.62502585811,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 準工業地域 | 道路 | 都市計画区域,flood: 1.0m以上2.0m未満,1,4,1,True,additional_confirmation_required,not_determined
tran_8cf749f8-6986-4b11-846c-ef961ea431da-0,135.3211077347285,35.400811818589375,-61665.42255707354,-66263.7126498095,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 準工業地域 | 都市計画区域,landslide: 土砂災害警戒区域（指定済）,1,3,1,True,additional_confirmation_required,not_determined
tran_e1b731ae-60b4-4b8f-8b8e-141466a44079-0,135.32278797574,35.402203378694566,-61511.74275142449,-66110.38012945799,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 準工業地域 | 道路 | 都市計画区域,landslide: 土砂災害警戒区域（指定済）,1,4,2,True,additional_confirmation_required,not_determined
tran_c9acaad1-48f6-4d06-91ce-4181b7ea15a2-0,135.32252961008777,35.40191335211212,-61535.431091478575,-66142.39478566346,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 準工業地域 | 道路 | 都市計画区域,landslide: 土砂災害警戒区域（指定済）,1,4,2,True,additional_confirmation_required,not_determined
tran_e0c9a5d6-b41e-424c-948b-82426679e95f-0,135.32207955755848,35.40159692898581,-61576.55114780567,-66177.21846551482,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 準工業地域 | 道路 | 都市計画区域,flood: 0.5m未満,1,4,1,True,additional_confirmation_required,not_determined
tran_2ea2b2ca-32d7-494b-9fe7-4cc0d7bd220a-0,135.3232056087581,35.40286926603849,-61473.30266205766,-66036.76664105467,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 準工業地域 | 道路 | 都市計画区域,flood: 1.0m以上2.0m未満 | landslide: 土砂災害警戒区域（指定済）,1,4,3,True,additional_confirmation_required,not_determined
tran_fb180549-2ad7-4db6-a2fe-133a894ce436-0,135.32159365491054,35.40126161430858,-61620.942283627184,-66214.11544098916,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 準工業地域 | 道路 | 都市計画区域,landslide: 土砂災害警戒区域（指定済）,1,4,1,True,additional_confirmation_required,not_determined
tran_7b51b4ea-de2e-4ac5-b98e-74c9daed9ea3-0,135.32220177001892,35.401682312424725,-61565.3853132649,-66167.82216124055,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 準工業地域 | 道路 | 都市計画区域,landslide: 土砂災害警戒区域（指定済）,1,4,2,True,additional_confirmation_required,not_determined
tran_b8361e74-cd6b-46dc-b957-3fcc55be21c5-0,135.32144481441844,35.401142922738174,-61634.55230137848,-66227.19026771472,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 準工業地域 | 道路 | 都市計画区域,landslide: 土砂災害警戒区域（指定済）,1,4,1,True,additional_confirmation_required,not_determined
tran_a97a32bb-116b-400f-a687-e83ba42dfd61-0,135.32391952574284,35.40405461264662,-61407.557523821604,-65905.7084788348,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 準工業地域 | 道路 | 都市計画区域,flood: 1.0m以上2.0m未満,1,4,1,True,additional_confirmation_required,not_determined
tran_05866d4e-6189-4a3c-bf4c-b9a5fd60b80d-0,135.32071093754934,35.40044137708893,-61701.74742554542,-66304.56173564584,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 準工業地域 | 道路 | 都市計画区域,,1,4,0,False,no_overlap_in_source_layers,not_determined
tran_7010dbbd-912c-4095-91e3-91b93610f2aa-0,135.32437761390298,35.40470283313988,-61365.45800023091,-65834.07960122946,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 準工業地域 | 道路 | 都市計画区域,flood: 1.0m以上2.0m未満 | landslide: 土砂災害警戒区域（指定済）,1,4,2,True,additional_confirmation_required,not_determined
tran_d8427853-e6af-4947-8352-e1f277387ed1-0,135.3218873517917,35.401464096565796,-61594.11080260293,-66191.83512929398,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 準工業地域 | 道路 | 都市計画区域,,1,4,0,False,no_overlap_in_source_layers,not_determined
tran_1bd66800-99ca-4afd-97fe-06260b3a8831-0,135.32363726887124,35.40355517812029,-61433.573904375444,-65960.94016900161,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 準工業地域 | 道路 | 都市計画区域,flood: 3.0m以上5.0m未満,1,4,1,True,additional_confirmation_required,not_determined
tran_2cfb2888-2ef4-4af2-9fcf-c35485ea6631-0,135.32478683057752,35.40426612341129,-61328.619872153366,-65882.78180019268,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 準工業地域 | 都市計画区域,flood: 0.5m以上1.0m未満,1,3,1,True,additional_confirmation_required,not_determined
tran_4485372a-3862-49e8-91a2-839331aac5f3-0,135.32103588588228,35.400024235595964,-61672.54868225794,-66351.04184551157,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 準工業地域 | 都市計画区域,landslide: 土砂災害警戒区域（指定済）,1,3,1,True,additional_confirmation_required,not_determined
tran_ce517a8a-2461-4316-a57c-e8f236059448-0,135.32260388532734,35.40200577055693,-61528.61425436782,-66132.1881485029,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 準工業地域 | 道路 | 都市計画区域,landslide: 土砂災害警戒区域（指定済）,1,4,2,True,additional_confirmation_required,not_determined
tran_d8691f66-4d32-45b3-9752-091653debf07-0,135.32126944010628,35.400992077240716,-61650.59700083348,-66243.81567233505,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 準工業地域 | 道路 | 都市計画区域,landslide: 土砂災害警戒区域（指定済）,1,4,1,True,additional_confirmation_required,not_determined
tran_6099e0ca-7fce-475a-a4d3-782fefc699a3-0,135.3230490354946,35.40261956715742,-61487.714063373314,-66064.37075839505,道路用地（道路、駅前広場、私有地内に存在する沿道用途の「私道」または、私有地の一部分であるものの公共の通行に供されている土地の部分）,市街化区域 | 準工業地域 | 道路 | 都市計画区域,flood: 1.0m以上2.0m未満 | landslide: 土砂災害警戒区域（指定済）,1,4,3,True,additional_confirmation_required,not_determined
